id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
7148,I,1.2625,0.975,0.3125,16.45688475,6.25106475,2.76407625,5.5281525,14.0
7149,F,1.4875,1.1375,0.3875,29.9654215,12.96989625,6.973977,8.6465975,11.0
7150,I,1.075,0.8125,0.25,10.07824725,4.80524025,2.5231055,2.83495,7.0
7151,F,0.75,0.575,0.2625,4.9044635,1.71514475,1.190679,1.2757275,14.0
7152,I,1.4125,1.0875,0.3,18.597272,8.7599955,3.9405805,5.953395,7.0
7153,M,1.1625,0.875,0.3,14.69921575,6.0384435,3.0900955,3.855532,7.0
7154,I,0.9125,0.675,0.1875,4.20990075,1.871067,0.680388,1.2757275,6.0
7155,I,1.375,1.0625,0.35,21.27629975,8.3064035,3.7137845,6.33611325,9.0
7156,F,1.4625,1.1625,0.425,26.08154,12.34620725,5.93922025,7.087375,9.0
7157,F,1.5625,1.2,0.4375,35.550273,16.48523425,9.8372765,8.9300925,10.0
7158,I,0.875,0.675,0.1875,5.10291,2.26796,1.020582,1.8427175,6.0
7159,I,1.025,0.75,0.25,7.144074,3.515338,1.85689225,2.4097075,7.0
7160,M,1.55,1.1625,0.425,33.8776525,14.27397325,7.597666,8.97261675,10.0
7161,I,1.075,0.8125,0.275,10.27669375,4.46504625,1.91359125,2.9766975,8.0
7162,F,1.6,1.25,0.4125,37.9032815,15.52135125,8.49067525,9.922325,10.0
7163,M,1.3125,1.025,0.4375,31.6096925,11.226402,6.93145275,9.07184,13.0
7164,M,1.2375,0.975,0.3375,15.6772735,7.2858215,2.76407625,4.3941725,8.0
7165,F,1.475,1.1875,0.4,29.41260625,10.47514025,6.27941425,9.39785925,13.0
7166,M,1.5375,1.2375,0.4375,35.59279725,13.79203175,9.128539,10.0640725,10.0
7167,F,1.5625,1.2,0.3875,36.6559035,16.82542825,7.7961125,8.50485,10.0
7168,M,1.3375,1.0875,0.4,25.0326085,8.94426725,4.422522,8.3631025,19.0
7169,M,1.575,1.2375,0.3875,28.689694,15.592225,7.427569,7.7961125,10.0
7170,I,0.7,0.525,0.2,2.84912475,0.8788345,0.60951425,0.850485,5.0
7171,M,1.2875,0.9625,0.3125,17.633389,8.1930055,4.0539785,5.03203625,8.0
7172,F,1.425,1.1,0.3625,24.28134675,10.98543125,4.3941725,7.654365,9.0
7173,I,0.775,0.5625,0.1875,4.89028875,2.1829115,1.304077,0.9922325,6.0
7174,M,1.55,1.1625,0.4,25.41532675,11.8784405,6.406987,7.2291225,9.0
7175,F,1.625,1.2625,0.4125,37.32211675,14.7133905,7.0023265,10.489315,14.0
7176,M,0.9625,0.725,0.25,6.7188315,2.26796,1.4458245,2.4097075,10.0
7177,M,1.2875,1.0,0.3875,20.241543,9.02931575,3.95475525,5.2446575,8.0
7178,I,1.375,1.05,0.375,16.85377775,6.690482,4.6209685,5.6699,13.0
7179,M,1.425,1.1,0.325,24.08290025,11.69416875,5.54232725,6.80388,8.0
7180,F,1.3625,1.0125,0.3,25.92561775,12.0485375,5.42892925,7.35669525,9.0
7181,I,0.7,0.525,0.1875,2.84912475,1.20485375,0.5386405,0.850485,5.0
7182,F,1.525,1.1,0.375,24.84833675,12.40290625,4.86193925,6.3219385,11.0
7183,M,1.425,1.1375,0.3875,29.49765475,12.0485375,5.8683465,8.3631025,18.0
7184,F,1.3625,1.075,0.35,23.28911425,9.6671795,5.556502,7.200773,10.0
7185,F,1.25,0.975,0.3375,17.4349425,7.04485075,4.01145425,4.9611625,9.0
7186,I,0.8125,0.675,0.2,5.556502,2.56562975,0.86465975,1.5025235,7.0
7187,M,1.2625,0.9875,0.3125,18.69649525,7.9662095,4.422522,5.10291,9.0
7188,M,1.175,0.9375,0.325,15.932419,6.56290925,3.44446425,4.35164825,9.0
7189,F,1.7375,1.325,0.5,49.22890675,19.6462035,9.015141,17.59086475,20.0
7190,M,1.3125,1.0,0.2875,17.84601025,8.845044,3.01922175,4.706017,8.0
7191,M,1.5375,1.1875,0.4,33.86347775,13.50853675,7.6827145,9.922325,11.0
7192,M,1.4375,1.125,0.3375,23.43086175,10.24834425,4.37999775,6.3786375,9.0
7193,M,0.825,0.6625,0.2,6.180191,2.721552,1.14815475,1.984465,7.0
7194,M,1.25,0.9375,0.3125,16.45688475,7.24329725,3.288542,4.7910655,9.0
7195,M,1.5625,1.2375,0.4625,36.117263,16.612807,8.60407325,9.07184,11.0
7196,F,1.525,1.2125,0.4,30.4190135,14.72756525,6.690482,9.07184,12.0
7197,I,1.1125,0.825,0.25,11.55242125,5.76912325,2.50893075,2.9199985,7.0
7198,M,1.525,1.175,0.4,30.900955,14.968536,6.010094,8.278054,8.0
7199,F,1.5625,1.2625,0.425,40.83745475,16.54193325,9.31281075,10.0640725,10.0
7200,M,1.25,1.0,0.3375,20.0997955,7.3992195,3.95475525,7.087375,9.0
7201,M,1.45,1.1125,0.4125,26.52095725,10.75863525,6.81805475,7.654365,12.0
7202,M,0.85,0.6375,0.2625,6.64795775,2.84912475,1.6159215,2.1262125,10.0
7203,F,1.225,0.975,0.35,16.782904,6.5487345,3.515338,5.6699,10.0
7204,I,1.1625,0.9375,0.275,13.02659525,6.30776375,2.6932025,4.252425,8.0
7205,I,0.9375,0.7,0.2125,6.08096775,3.1467945,1.6726205,1.70097,6.0
7206,M,0.9,0.75,0.225,6.53455975,2.211261,1.6159215,2.1262125,9.0
7207,I,0.7,0.575,0.15,2.28213475,1.077281,0.52446575,0.737087,5.0
7208,I,0.9125,0.6875,0.2125,5.28718175,2.721552,1.077281,1.984465,6.0
7209,M,1.275,0.975,0.375,21.36134825,9.56795625,4.97533725,5.9250455,8.0
7210,I,1.35,1.0625,0.35,19.74542675,8.15048125,4.15320175,6.520385,8.0
7211,I,1.4125,0.9375,0.375,24.2955215,11.1413535,5.386405,6.520385,9.0
7212,I,1.0,0.7875,0.225,9.4970825,3.798833,1.8994165,2.6932025,7.0
7213,M,1.525,1.175,0.3875,29.44095575,12.927372,6.8322295,8.788345,11.0
7214,M,1.65,1.3,0.4375,39.179009,15.762322,8.46232575,11.1980525,13.0
7215,F,1.625,1.3,0.4375,41.220173,18.83824275,8.4198015,10.0640725,11.0
7216,F,1.4375,1.1,0.3625,24.13959925,9.79475225,5.42892925,7.7961125,14.0
7217,M,1.6375,1.3,0.475,42.354153,17.1514475,7.767763,14.17475,20.0
7218,F,1.5125,1.1875,0.4875,31.90736225,11.8784405,5.443104,10.77281,17.0
7219,I,1.3125,1.025,0.3125,18.597272,8.40562675,4.025629,4.819415,10.0
7220,F,1.675,1.3125,0.45,39.7743485,18.01610725,8.43397625,9.4970825,11.0
7221,M,1.4,1.1,0.3,22.6796,9.48290775,4.97533725,6.23689,9.0
7222,F,1.375,1.0625,0.3375,23.09066775,10.47514025,4.819415,5.54232725,9.0
7223,F,1.4375,1.175,0.3875,30.0221205,14.84096325,6.59125875,7.2291225,10.0
7224,I,0.875,0.65,0.225,5.3013565,2.19708625,1.14815475,1.644271,6.0
7225,M,1.6625,1.3,0.4125,38.71124225,17.27902025,8.29222875,10.3475675,10.0
7226,M,1.3625,1.0375,0.35,23.81358,7.484268,5.499803,7.7961125,13.0
7227,M,1.6375,1.2875,0.4,36.570855,17.349894,8.85921875,9.355335,10.0
7228,I,0.925,0.6875,0.2375,6.0384435,2.79242575,1.4458245,1.984465,6.0
7229,M,1.525,1.25,0.3875,33.5374585,12.927372,5.8116475,11.056305,13.0
7230,M,1.5875,1.2,0.4,30.85843075,14.4298955,8.5331995,8.6465975,9.0
7231,F,1.625,1.3125,0.4625,34.8415355,14.911837,8.43397625,9.2135875,13.0
7232,M,1.55,1.2375,0.45,33.622507,17.10892325,7.98038425,8.9300925,9.0
7233,M,1.35,1.05,0.375,23.26076475,9.87980075,4.706017,7.2291225,14.0
7234,I,0.5,0.35,0.1125,0.89300925,0.35436875,0.226796,0.283495,5.0
7235,F,1.2875,0.9875,0.3375,18.58309725,8.57572375,4.082328,4.819415,10.0
7236,M,1.3,1.0,0.4,21.87163925,7.75358825,4.5075705,7.2291225,14.0
7237,I,1.375,1.05,0.425,23.99785175,10.6877615,4.762716,7.2291225,11.0
7238,I,0.325,0.3,0.0625,0.29766975,0.18427175,0.226796,0.09922325,3.0
7239,M,1.6125,1.2625,0.475,35.4652245,15.5071765,8.12213175,11.056305,16.0
7240,M,1.6375,1.275,0.475,43.6298805,19.1359125,10.58853825,11.29727575,10.0
7241,F,1.4125,1.1,0.3875,27.499015,12.8423235,5.0745605,7.37087,12.0
7242,M,1.3625,1.05,0.35,21.64484325,8.32057825,4.53592,5.2446575,9.0
7243,M,1.6375,1.2375,0.425,39.179009,17.73261225,8.8166945,10.61688775,10.0
7244,M,1.15,0.8125,0.2875,12.984071,5.57067675,2.93417325,3.96893,8.0
7245,M,1.4125,1.075,0.375,28.19357775,10.75863525,5.40057975,9.922325,16.0
7246,I,1.0375,0.8,0.2625,9.808927,4.309124,1.60174675,2.6932025,6.0
7247,F,1.125,0.8625,0.2625,13.36678925,5.85417175,2.5231055,3.2601925,8.0
7248,F,1.3125,1.0125,0.425,23.756881,7.3992195,5.1312595,8.221355,19.0
7249,F,1.6125,1.225,0.4375,35.81959325,14.17475,7.7394135,10.61688775,14.0
7250,I,1.3375,1.0875,0.325,19.43358225,9.8939755,3.6003865,4.819415,7.0
7251,I,1.0875,0.8375,0.225,10.41844125,4.0539785,2.4097075,3.5436875,7.0
7252,I,0.975,0.75,0.2375,7.72523875,3.69960975,1.57339725,2.26796,6.0
7253,M,1.4875,1.1625,0.35,26.52095725,11.8784405,5.839997,8.221355,10.0
7254,M,1.6125,1.25,0.45,31.00017825,11.4248485,7.4559185,11.056305,12.0
7255,F,1.2875,1.0,0.35,17.95940825,6.67630725,3.685435,6.80388,11.0
7256,I,1.1375,0.875,0.2375,12.813974,5.62737575,2.551455,3.21766825,8.0
7257,I,0.9125,0.675,0.2125,6.44951125,2.65067825,1.31825175,1.984465,8.0
7258,F,1.5625,1.25,0.4125,32.375129,16.5277585,5.37223025,7.7961125,10.0
7259,I,1.3125,0.9875,0.2875,15.77649675,6.36446275,3.81300775,5.2446575,9.0
7260,I,1.2125,0.925,0.3125,13.84873075,5.839997,2.721552,4.3941725,8.0
7261,M,1.5,1.225,0.3625,34.8415355,14.7133905,8.221355,8.6465975,14.0
7262,M,1.4,1.125,0.375,24.28134675,11.15552825,5.273007,7.087375,11.0
7263,I,0.6625,0.4875,0.175,3.4302895,1.17650425,0.69456275,0.9922325,6.0
7264,F,1.525,1.1875,0.4125,35.210079,15.782904,6.87475375,10.489315,11.0
7265,F,0.975,0.75,0.225,7.10154975,3.52951275,2.26796,2.551455,7.0
7266,F,1.5875,1.2875,0.4125,39.41997975,13.947954,8.83086925,10.44679075,10.0
7267,I,0.8375,0.625,0.2,5.556502,2.62232875,1.03475675,1.5592225,5.0
7268,M,1.2875,1.0125,0.4125,20.41164,7.6827145,4.09650275,7.37087,16.0
7269,F,1.6125,1.3125,0.425,36.38658325,16.612807,7.27164675,11.3398,13.0
7270,F,1.6625,1.2875,0.4875,38.55532,17.08057375,9.015141,10.489315,11.0
7271,I,1.15,0.85,0.2875,13.33843975,5.54232725,2.99087225,3.33106625,8.0
7272,I,1.2,0.95,0.2625,11.38232425,5.37223025,2.67902775,4.479221,8.0
7273,M,1.425,1.1,0.375,23.88445375,10.375917,4.8477645,6.3219385,11.0
7274,I,0.7,0.525,0.2,3.5436875,1.190679,0.75126175,0.8788345,4.0
7275,I,0.4875,0.3,0.0,0.75126175,0.2551455,0.15592225,0.2551455,4.0
7276,I,0.9375,0.675,0.2,5.88252125,1.97029025,1.247378,1.984465,8.0
7277,F,1.825,1.425,0.475,58.6551155,27.385617,11.49572225,13.324265,12.0
7278,F,1.425,1.125,0.3625,31.59551775,11.736693,6.0384435,9.7805775,14.0
7279,M,1.3375,1.0875,0.3875,22.66542525,9.922325,5.23048275,7.5126175,13.0
7280,I,0.925,0.6875,0.225,5.28718175,2.721552,1.0489315,1.74349425,11.0
7281,M,1.5,1.1875,0.45,29.9654215,12.60135275,6.747181,10.0640725,9.0
7282,I,0.9625,0.675,0.225,5.82582225,2.721552,1.63009625,1.757669,6.0
7283,F,1.6125,1.2625,0.425,37.06697125,17.22232125,8.4765005,9.4970825,12.0
7284,I,1.025,0.8125,0.25,10.02154825,4.66349275,1.814368,2.9766975,7.0
7285,F,1.15,0.9,0.275,13.39513875,5.71242425,3.01922175,3.6570855,8.0
7286,M,1.3125,1.025,0.35,20.28406725,8.97261675,4.9044635,5.20213325,9.0
7287,F,1.6625,1.35,0.4875,38.00250475,16.9246515,8.561549,13.04077,12.0
7288,I,0.7125,0.525,0.175,4.309124,1.8427175,0.963883,1.2757275,6.0
7289,I,0.3375,0.2625,0.1125,0.5953395,0.21262125,0.12757275,0.1417475,4.0
7290,M,1.625,1.2375,0.475,36.18813675,16.6411565,7.824462,10.20582,11.0
7291,I,1.3625,1.05,0.325,22.89222125,10.61688775,5.8683465,6.463686,8.0
7292,I,1.05,0.775,0.225,8.6465975,3.912231,1.80019325,2.83495,6.0
7293,M,1.625,1.2875,0.4375,43.3463855,18.5122235,8.83086925,13.60776,11.0
7294,I,0.7,0.5,0.175,2.62232875,1.1623295,0.75126175,0.9922325,5.0
7295,I,1.075,0.85,0.2625,10.9145575,4.40834725,2.25378525,2.9766975,7.0
7296,I,1.0625,0.8,0.25,9.08601475,3.69960975,2.05533875,2.9766975,7.0
7297,M,1.5875,1.25,0.425,37.42134,18.07280625,6.7755305,9.8372765,11.0
7298,M,1.475,1.175,0.4125,32.72949775,14.7133905,7.04485075,8.6465975,12.0
7299,F,1.4125,1.1375,0.4125,28.05183025,12.8423235,6.23689,8.1363065,12.0
7300,F,1.3125,1.0,0.375,19.09338825,8.60407325,4.23825025,5.5281525,10.0
7301,M,1.4,1.1,0.3125,20.638436,9.8372765,3.95475525,5.953395,8.0
7302,I,0.8375,0.675,0.25,6.56290925,2.65067825,1.43164975,1.984465,7.0
7303,M,0.5625,0.4,0.125,1.45999925,0.58116475,0.4252425,0.43941725,5.0
7304,F,1.575,1.2875,0.4125,30.333965,11.8784405,7.38504475,8.06543275,11.0
7305,F,1.4125,1.1625,0.4625,26.12406425,10.716111,6.520385,8.107957,11.0
7306,I,1.575,1.2375,0.4375,37.03862175,15.0535845,7.98038425,11.29727575,20.0
7307,F,1.4125,1.075,0.425,24.834162,10.149121,6.56290925,6.520385,10.0
7308,I,1.0875,0.85,0.2625,11.55242125,6.5487345,2.721552,2.83495,6.0
7309,M,1.475,1.1375,0.3625,26.32251075,11.0846545,6.76135575,7.2291225,11.0
7310,I,0.625,0.4625,0.1625,2.154562,0.97805775,0.66621325,0.7087375,5.0
7311,I,1.2625,0.9625,0.3,17.4916415,7.35669525,4.43669675,5.386405,9.0
7312,I,0.925,0.6875,0.225,6.98815175,2.4097075,1.17650425,1.984465,6.0
7313,M,1.575,1.25,0.4375,37.32211675,14.7133905,6.690482,10.489315,17.0
7314,M,1.55,1.2,0.45,35.19590425,16.839603,8.5331995,8.6465975,10.0
7315,F,1.7375,1.3125,0.4625,42.14153175,16.68368075,10.92873225,11.1980525,11.0
7316,F,1.5875,1.2125,0.4,36.0322145,17.73261225,8.561549,9.63883,9.0
7317,F,1.525,1.2125,0.4125,36.32988425,17.19397175,8.88756825,9.355335,9.0
7318,M,1.6,1.275,0.4125,34.6147395,14.04717725,7.4559185,8.7599955,12.0
7319,F,1.5,1.1375,0.4625,34.189497,12.7289255,6.5487345,9.355335,17.0
7320,F,1.7375,1.325,0.5125,51.95045875,23.530085,11.90679,13.324265,11.0
7321,I,1.3125,1.0125,0.3125,16.45688475,7.1157245,4.49339575,4.762716,9.0
7322,F,1.425,1.125,0.3375,28.44872325,14.004653,5.5281525,7.7961125,10.0
7323,M,0.8125,0.65,0.1875,5.556502,2.50893075,1.34660125,1.70097,6.0
7324,I,0.975,0.7125,0.25,7.144074,3.01922175,1.814368,2.1262125,7.0
7325,F,1.5625,1.25,0.425,34.99745775,14.7133905,8.68912175,9.07184,11.0
7326,F,1.3,1.0125,0.3375,18.71067,7.3992195,4.26659975,5.8116475,8.0
7327,M,1.1,0.8625,0.2875,11.89261525,4.46504625,2.87747425,3.685435,10.0
7328,M,1.025,0.7625,0.2375,9.31281075,4.57844425,1.97029025,2.5798045,7.0
7329,M,1.3125,1.0625,0.325,21.6873675,9.07184,3.912231,5.34388075,10.0
7330,F,1.2125,0.925,0.35,14.628342,6.690482,3.2601925,4.40834725,10.0
7331,F,1.7375,1.375,0.4125,49.25725625,23.96950225,9.1001895,11.90679,9.0
7332,I,1.0125,0.5625,0.175,4.26659975,1.71514475,0.94970825,1.2757275,4.0
7333,M,1.425,1.1,0.375,25.01843375,10.546014,5.216308,7.2291225,11.0
7334,I,0.5875,0.4375,0.1375,1.6726205,0.66621325,0.35436875,0.510291,4.0
7335,M,1.4875,1.2125,0.375,28.22192725,15.37960375,5.499803,6.9456275,8.0
7336,F,1.4625,1.125,0.4,23.88445375,9.11436425,5.2446575,6.520385,13.0
7337,I,0.525,0.375,0.1,1.31825175,0.35436875,0.35436875,0.4252425,5.0
7338,M,1.3,1.0375,0.325,18.313777,7.257472,3.9405805,5.6699,11.0
7339,M,1.4875,1.2,0.3875,28.98736375,13.7495075,6.406987,8.50485,10.0
7340,M,1.275,0.975,0.3125,16.3576615,6.2652395,3.84135725,5.2446575,8.0
7341,I,0.975,0.75,0.2375,8.17883075,4.55009475,2.26796,2.4097075,8.0
7342,F,1.625,1.2875,0.4875,49.32813,16.44271,10.95708175,15.7906715,17.0
7343,M,1.4625,1.1375,0.3625,27.54153925,13.1258185,5.91087075,6.3786375,8.0
7344,M,1.5875,1.2375,0.5,47.400364,20.05727125,10.67358675,13.60776,10.0
7345,I,0.9,0.675,0.2125,3.96893,2.16873675,1.00640725,1.417475,6.0
7346,M,1.525,1.2125,0.425,32.81454625,15.0535845,6.67630725,9.865626,11.0
7347,I,1.0125,0.775,0.2375,8.901743,3.912231,1.871067,2.9199985,7.0
7348,M,1.55,1.225,0.3625,27.14464625,13.494362,7.0023265,7.5126175,9.0
7349,F,1.6625,1.25,0.4375,36.173962,17.8885345,8.561549,9.4970825,9.0
7350,F,1.15,0.875,0.35,14.64251675,5.2446575,3.231843,5.386405,15.0
7351,F,1.4,1.125,0.4,34.60056475,9.8939755,6.78970525,10.489315,17.0
7352,M,1.5375,1.2375,0.4625,33.5941575,13.96212875,6.13766675,9.07184,11.0
7353,F,1.6125,1.2625,0.45,38.612019,16.42853525,9.128539,10.5176645,13.0
7354,M,1.3625,1.075,0.425,25.4295015,9.68135425,6.2085405,8.221355,17.0
7355,F,1.5375,1.1875,0.3625,28.292801,12.530479,5.556502,8.50485,10.0
7356,M,1.4625,1.1875,0.425,26.9036755,11.8784405,6.95980225,7.2291225,10.0
7357,F,1.7625,1.3875,0.5125,53.4388075,19.63202875,11.90679,14.5999925,16.0
7358,F,1.5125,1.2,0.3875,32.16250775,13.1825175,5.17378375,9.922325,20.0
7359,I,1.0,0.7625,0.225,7.030676,2.84912475,1.7293195,2.1262125,9.0
7360,I,1.3625,1.0875,0.35,22.1976585,7.04485075,4.365823,7.2291225,14.0
7361,F,1.6375,1.3,0.475,45.20327775,19.6462035,10.149121,11.623295,11.0
7362,F,1.425,1.125,0.375,23.40251225,9.62465525,5.76912325,7.2291225,11.0
7363,M,1.6125,1.275,0.4375,36.95357325,16.0174675,8.5898985,10.0073735,9.0
7364,M,1.625,1.2375,0.4625,35.4652245,14.5999925,8.23552975,10.9145575,15.0
7365,F,1.625,1.25,0.4125,32.0065855,12.47378,7.01650125,10.20582,13.0
7366,M,1.45,1.1125,0.3625,28.76056775,13.60776,6.19436575,7.93786,10.0
7367,M,1.35,1.05,0.375,21.8007655,9.63883,4.63514325,6.0951425,10.0
7368,I,1.15,0.9375,0.3125,14.64251675,5.65572525,3.35941575,5.2446575,9.0
7369,F,1.5875,1.2875,0.4125,35.42270025,15.0535845,8.391452,11.623295,12.0
7370,M,1.6125,1.2625,0.45,38.79629075,14.3731965,7.27164675,11.3398,12.0
7371,M,1.5,1.175,0.375,31.62386725,12.020188,6.78970525,8.9300925,11.0
7372,M,1.475,1.175,0.4125,27.20134525,11.0846545,5.5281525,8.3631025,12.0
7373,I,0.6875,0.5,0.1875,3.01922175,1.17650425,1.00640725,1.13398,5.0
7374,F,1.4,1.125,0.4,25.33027825,11.679994,5.14543425,7.087375,10.0
7375,M,1.375,1.0375,0.375,22.8213475,10.9712565,4.5075705,6.520385,8.0
7376,F,1.6,1.3,0.475,38.22930075,13.99047825,8.391452,13.1825175,15.0
7377,I,1.25,0.95,0.3125,14.004653,6.25106475,2.93417325,4.35164825,8.0
7378,M,1.375,1.0625,0.375,23.51591025,10.149121,4.94698775,6.9456275,10.0
7379,M,1.625,1.275,0.375,38.8104655,17.78931125,8.12213175,9.0434905,11.0
7380,M,1.5,1.1625,0.35,28.5479465,13.53688625,5.1312595,7.10154975,9.0
7381,M,1.4625,1.1375,0.3875,30.4190135,14.47241975,6.80388,7.5126175,10.0
7382,F,1.5875,1.2875,0.4125,39.2073585,20.68096025,8.391452,8.6465975,9.0
7383,I,0.9,0.675,0.2125,7.10154975,3.24601775,1.51669825,2.1262125,7.0
7384,M,1.7125,1.2625,0.4625,44.22522,18.63979625,10.70193625,11.623295,11.0
7385,F,1.4625,1.0875,0.35,22.92057075,9.87980075,5.17378375,6.23689,10.0
7386,I,0.725,0.5375,0.15,3.16096925,1.17650425,0.75126175,0.9922325,7.0
7387,M,1.2875,0.9625,0.35,18.1153305,7.66853975,3.81300775,5.5281525,19.0
7388,M,1.7625,1.3125,0.3875,38.11590275,15.0535845,7.98038425,10.489315,13.0
7389,I,0.9375,0.7125,0.25,8.15048125,3.69960975,1.587572,2.05533875,7.0
7390,M,1.425,1.125,0.3625,22.75047375,10.90038275,6.27941425,6.23689,8.0
7391,I,1.0,0.7875,0.25,9.19941275,4.23825025,1.8994165,2.9766975,9.0
7392,I,0.925,0.6625,0.2,6.4353365,2.551455,1.17650425,1.984465,8.0
7393,I,1.5,1.225,0.4,34.529691,17.08057375,6.4920355,8.221355,9.0
7394,I,1.25,0.95,0.3625,17.50581625,7.66853975,4.01145425,5.10291,10.0
7395,I,1.2625,0.9625,0.325,15.8473705,6.95980225,2.84912475,4.8477645,8.0
7396,F,1.45,1.15,0.3875,25.27357925,11.056305,6.3786375,8.221355,12.0
7397,I,1.525,1.175,0.3625,26.2799865,12.3320325,5.726599,8.221355,9.0
7398,I,0.8125,0.675,0.2375,4.20990075,1.8427175,0.89300925,1.2757275,7.0
7399,M,1.525,1.2,0.4125,31.127751,12.4454305,7.3992195,8.6465975,17.0
7400,F,1.3,1.0375,0.3625,18.597272,7.52679225,3.82854275,6.80388,10.0
7401,F,1.4125,1.0625,0.3625,25.27357925,10.9145575,5.556502,7.12989925,8.0
7402,I,1.1,0.8375,0.275,11.169703,4.706017,2.4664065,3.35941575,9.0
7403,I,1.125,0.8875,0.3,13.664459,5.613201,3.4869885,4.53592,8.0
7404,M,1.5375,1.175,0.3125,29.44095575,12.417081,7.75358825,8.3631025,9.0
7405,F,1.675,1.3125,0.475,40.5114355,14.10387625,8.83086925,12.757275,18.0
7406,I,1.1375,0.9125,0.2875,15.49300175,4.819415,3.345241,4.819415,9.0
7407,F,1.5,1.15,0.3875,30.674159,10.8011595,6.2652395,8.788345,12.0
7408,M,1.2375,0.9625,0.275,16.40018575,8.561549,2.48058125,5.6699,11.0
7409,I,1.175,0.9,0.2875,14.5999925,5.9817445,3.01922175,4.9611625,8.0
7410,I,1.2,0.925,0.3125,14.2030995,6.917278,2.891649,4.53592,8.0
7411,F,1.5625,1.2875,0.4,39.33493125,19.97222275,9.808927,10.0640725,11.0
7412,M,1.5,1.1875,0.4125,30.17804275,12.813974,6.5487345,8.6465975,11.0
7413,M,1.45,1.1625,0.4,23.37416275,9.4403835,5.71242425,6.7755305,9.0
7414,I,0.825,0.6375,0.2125,5.51397775,2.2963095,1.03475675,1.5592225,6.0
7415,M,1.575,1.225,0.475,33.5374585,13.53688625,8.60407325,8.94426725,11.0
7416,M,1.7375,1.325,0.475,45.14192575,20.14231975,11.07047975,12.3320325,12.0
7417,I,0.55,0.4125,0.1125,1.09145575,0.4819415,0.226796,0.283495,4.0
7418,I,0.65,0.475,0.15,2.438057,0.850485,0.58116475,0.7087375,5.0
7419,M,1.5875,1.275,0.4125,37.931631,14.33067225,9.5537815,10.9145575,10.0
7420,F,1.475,1.1625,0.35,29.8520235,12.8423235,6.0951425,9.4970825,14.0
7421,M,0.925,0.6875,0.225,6.13766675,2.721552,1.0489315,2.1262125,9.0
7422,I,0.9625,0.7,0.25,7.44174375,2.948348,1.63009625,1.927766,8.0
7423,M,1.2125,1.0125,0.375,20.184844,7.81028725,4.2807745,6.3786375,10.0
7424,F,1.575,1.2125,0.375,33.40988575,16.57028275,5.953395,8.97261675,9.0
7425,F,1.675,1.3125,0.475,41.00755175,17.4349425,9.355335,11.7083435,10.0
7426,F,1.85,1.4625,0.475,59.1654065,30.34813975,11.113004,14.288148,12.0
7427,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5.0
7428,M,1.35,1.0375,0.35,19.901349,10.546014,3.8838815,5.386405,8.0
7429,I,0.975,0.7,0.25,7.6827145,3.78465825,1.70097,2.05533875,6.0
7430,F,1.35,1.0625,0.4375,26.138239,10.8011595,5.3013565,10.0640725,22.0
7431,M,1.3375,1.0,0.3375,21.659018,9.87980075,4.2240755,5.10291,8.0
7432,I,0.8875,0.65,0.225,6.33611325,2.65067825,1.48834875,2.0695135,6.0
7433,F,1.6875,1.2875,0.5,41.31939625,19.37688325,7.66853975,12.0485375,11.0
7434,F,1.575,1.225,0.375,31.127751,13.11164375,6.22271525,8.7599955,12.0
7435,F,1.6125,1.275,0.4875,45.529297,18.427175,9.17106325,13.60776,11.0
7436,I,1.1375,0.875,0.3125,13.53688625,5.99591925,2.5231055,4.9611625,8.0
7437,M,1.7625,1.425,0.5,42.2124055,18.540573,10.87203325,13.04077,12.0
7438,M,1.3375,1.05,0.425,21.5172705,8.20718025,4.63514325,7.2291225,10.0
7439,M,1.35,1.0375,0.35,19.23513575,7.8528115,4.932813,6.23689,11.0
7440,F,1.75,1.4125,0.5125,49.34230475,24.73493875,9.128539,12.54465375,10.0
7441,F,1.625,1.2125,0.425,39.179009,18.07280625,7.89533575,11.1980525,14.0
7442,I,1.0125,0.7625,0.2375,9.185238,4.86193925,1.88524175,2.551455,7.0
7443,F,1.2875,0.975,0.2375,16.9813505,6.633783,3.27436725,4.53592,11.0
7444,M,1.375,1.1,0.4,20.921931,9.525432,4.97533725,5.10291,10.0
7445,M,1.575,1.2125,0.3875,33.339012,15.705623,7.69688925,8.0796075,9.0
7446,M,0.725,0.5375,0.1875,3.515338,1.4458245,0.52446575,0.9922325,5.0
7447,F,1.5625,1.3125,0.4,36.570855,14.35902175,8.63242275,10.489315,10.0
7448,M,1.4375,1.125,0.3875,27.555714,9.7805775,5.57067675,9.922325,12.0
7449,I,1.3125,1.0125,0.3125,18.653971,9.4970825,4.09650275,4.422522,8.0
7450,F,1.5875,1.275,0.4125,36.003865,17.90270925,7.087375,9.4970825,9.0
7451,I,1.35,1.025,0.3125,19.83047525,8.94426725,3.6570855,5.953395,8.0
7452,M,1.5625,1.25,0.4375,31.6096925,13.48018725,7.711064,9.4970825,11.0
7453,F,1.6125,1.275,0.4375,34.91240925,14.4298955,7.47009325,9.63883,11.0
7454,I,1.575,1.25,0.3875,32.772022,12.37455675,6.973977,9.07184,10.0
7455,M,1.525,1.2125,0.4125,34.79901125,16.20173925,7.01650125,8.50485,9.0
